[2024-12-12T21:45:18.472+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-12T21:45:18.486+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ecobalyse_dag.load_json_file manual__2024-12-12T21:45:16.670372+00:00 [queued]>
[2024-12-12T21:45:18.605+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ecobalyse_dag.load_json_file manual__2024-12-12T21:45:16.670372+00:00 [queued]>
[2024-12-12T21:45:18.605+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 3
[2024-12-12T21:45:18.617+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): load_json_file> on 2024-12-12 21:45:16.670372+00:00
[2024-12-12T21:45:18.623+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=1818) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-12T21:45:18.624+0000] {standard_task_runner.py:72} INFO - Started process 1820 to run task
[2024-12-12T21:45:18.625+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ecobalyse_dag', 'load_json_file', 'manual__2024-12-12T21:45:16.670372+00:00', '--job-id', '80', '--raw', '--subdir', 'DAGS_FOLDER/data_transformations.py', '--cfg-path', '/tmp/tmp5njl4xb4']
[2024-12-12T21:45:18.626+0000] {standard_task_runner.py:105} INFO - Job 80: Subtask load_json_file
[2024-12-12T21:45:18.672+0000] {task_command.py:467} INFO - Running <TaskInstance: ecobalyse_dag.load_json_file manual__2024-12-12T21:45:16.670372+00:00 [running]> on host c67d6daee869
[2024-12-12T21:45:18.745+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='thiernosidybah232@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ecobalyse_dag' AIRFLOW_CTX_TASK_ID='load_json_file' AIRFLOW_CTX_EXECUTION_DATE='2024-12-12T21:45:16.670372+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-12T21:45:16.670372+00:00'
[2024-12-12T21:45:18.746+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-12-12T21:45:18.747+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-12-12T21:45:18.747+0000] {logging_mixin.py:190} INFO - Current task name:load_json_file state:running start_date:2024-12-12 21:45:18.486717+00:00
[2024-12-12T21:45:18.747+0000] {logging_mixin.py:190} INFO - Dag name:ecobalyse_dag and current dag run status:running
[2024-12-12T21:45:18.747+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 0
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 1
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 2
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 3
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 4
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 5
[2024-12-12T21:45:18.822+0000] {logging_mixin.py:190} INFO - 6
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 7
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 8
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 9
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 10
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 11
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 12
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 13
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 14
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 15
[2024-12-12T21:45:18.823+0000] {logging_mixin.py:190} INFO - 16
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 17
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 18
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 19
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 20
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 21
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 22
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 23
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 24
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 25
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 26
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 27
[2024-12-12T21:45:18.824+0000] {logging_mixin.py:190} INFO - 28
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 29
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 30
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 31
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 32
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 33
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 34
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 35
[2024-12-12T21:45:18.825+0000] {logging_mixin.py:190} INFO - 36
